date,link,location,title,President
"April 28, 2003, 13:00",http://en.kremlin.ru/events/president/trips/48892,Tajikistan,Dushanbe hosted a meeting of the Collective Security Council of the Collective Security Treaty member states,Putin
"April 27, 2003, 16:45",http://en.kremlin.ru/events/president/trips/48891,Tajikistan,President Vladimir Putin took part in a meeting of the Interstate Council of the Eurasian Economic Community (EurAsEC),Putin
"April 26, 2003, 19:00",http://en.kremlin.ru/events/president/trips/45484,Tajikistan,President Vladimir Putin and Tajik President Emomali Rakhmonov held negotiations,Putin
"March 1, 2003, 19:35",http://en.kremlin.ru/events/president/trips/48879,Bulgaria,President Putin and Bulgaria's President Georgi Parvanov opened the Days of Russian Culture in Bulgaria,Putin
"February 10, 2003, 17:30",http://en.kremlin.ru/events/president/trips/45472,France,President Vladimir Putin began a three-day state visit to France,Putin
"February 9, 2003, 15:30",http://en.kremlin.ru/events/president/trips/45471,Germany,Russian President Vladimir Putin attended the opening of a series of 2003ñ2004 Russian-German Culture Encounters,Putin
"January 28, 2003, 18:00",http://en.kremlin.ru/events/president/trips/48877,Ukraine,President Vladimir Putin held a meeting with Georgian President Eduard Shevardnadze,Putin
"January 27, 2003, 20:35",http://en.kremlin.ru/events/president/trips/45470,Ukraine,President Vladimir Putin and Ukrainian President Leonid Kuchma opened the Year of Russia in Ukraine in an official ceremony,Putin
"January 19, 2003, 23:00",http://en.kremlin.ru/events/president/trips/48876,Belarus,President Vladimir Putin and his Belarusian counterpart Aleksandr Lukashenko had a working dinner,Putin
"December 5, 2002, 16:30",http://en.kremlin.ru/events/president/trips/45468,Kyrgyzstan,President Vladimir Putin had negotiations with Kyrgyz President Askar Akayev,Putin
"December 3, 2002, 16:30",http://en.kremlin.ru/events/president/trips/45467,India,President Vladimir Putin met with Indian Prime Minister Atal Bihari Vajpayee,Putin
"November 27, 2002, 20:35",http://en.kremlin.ru/events/president/trips/45466,Chad,Xinhua news agency and China Central Television (CCTV) interviewed President Vladimir Putin,Putin
"November 12, 2002, 11:05",http://en.kremlin.ru/events/president/trips/45464,Norway,President Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,Putin
"November 11, 2002, 14:20",http://en.kremlin.ru/events/president/trips/48861,Belgium,The 10th Russia-European Union summit took place in Brussels,Putin
"October 6, 2002, 16:00",http://en.kremlin.ru/events/president/trips/45463,Ukraine,President Vladimir Putin visited the Dnieper hydroelectric plant on the 70th anniversary of its construction,Putin
"October 6, 2002, 18:40",http://en.kremlin.ru/events/president/trips/48878,Moldova,President Putin held a meeting with Moldovan President Vladimir Voronin,Putin
"July 6, 2002, 16:50",http://en.kremlin.ru/events/president/trips/48871,Kazakhstan,An informal meeting of the heads of Central Asian states and Russia was held in Aktau,Putin
"June 26, 2002, 19:30",http://en.kremlin.ru/events/president/trips/48873,Canada,President Vladimir Putin arrives in Canada to attend the G8 summit,Putin
"June 4, 2002, 09:00",http://en.kremlin.ru/events/president/trips/48874,Kazakhstan,A meeting of the heads of state and governments of member countries of the Conference on Interaction and Confidence Building Measures in Asia was held in Almaty,Putin
"May 28, 2002, 15:35",http://en.kremlin.ru/events/president/trips/48870,Italy,At the Russia-NATO Summit President Vladimir Putin and leaders of 19 NATO countries signed the Rome Declaration ìNATO- Russia Relations: A New Qualityî,Putin
"April 23, 2002, 18:00",http://en.kremlin.ru/events/president/trips/45478,Turkmenistan,The leaders of the five Caspian states discussed problems of the Caspian Sea,Putin
"March 17, 2002, 17:00",http://en.kremlin.ru/events/president/trips/48863,Ukraine,"Odessa hosted a trilateral meeting of the Russian, Ukrainian and Moldovan heads of state",Putin
"February 28, 2002, 20:30",http://en.kremlin.ru/events/president/trips/48862,Kazakhstan,"The CIS leaders arrived in ex-Kazakhstan's capital, Almaty",Putin
"January 16, 2002, 16:10",http://en.kremlin.ru/events/president/trips/45738,Poland,Russian President Vladimir Putin and Polish President Aleksander Kwasniewski held negotiations in Warsaw,Putin
"January 15, 2002, 22:40",http://en.kremlin.ru/events/president/trips/45739,France,Presidents Vladimir Putin of Russia and Jacques Chirac of France held negotiations,Putin
"December 21, 2001, 18:00",http://en.kremlin.ru/events/president/trips/45725,United Kingdom,President Vladimir Putin visited Tony Blair at his country residence,Putin
"December 14, 2001, 16:00",http://en.kremlin.ru/events/president/trips/45724,Ukraine,Vladimir Putin took part in the Russian-Ukrainian Economic Forum,Putin
"December 9, 2001, 15:30",http://en.kremlin.ru/events/president/trips/45723,Germany,Vladimir Putin met with German Federal Chancellor Gerhard Schroeder,Putin
"December 6, 2001, 16:15",http://en.kremlin.ru/events/president/trips/45564,Greece,President Vladimir Putin held negotiations with Greek President Konstantinos Stephanopoulos,Putin
"November 7, 2001, 00:00",http://en.kremlin.ru/events/president/trips/45476,United States,President Vladimir Putin gave an interview to the ABC TV channel on the eve of his official visit to the US,Putin
"October 22, 2001, 04:30",http://en.kremlin.ru/events/president/trips/45690,Tajikistan,President Vladimir Putin met with Tajik President Emomali Rakhmonov and Afghan President Burhanuddin Rabbani in bilateral and tripartite formats,Putin
"October 19, 2001, 11:00",http://en.kremlin.ru/events/president/trips/45475,People's Republic of China,President Vladimir Putin met with Vietnamese Prime Minister Phan Van Khai,Putin
"October 3, 2001, 15:30",http://en.kremlin.ru/events/president/trips/48851,Belgium,Brussels hosted the eighth European Union ó Russia summit,Putin
"October 1, 2001, 22:10",http://en.kremlin.ru/events/president/trips/45713,Belgium,"President Putin arrived in Brussels and met with Guy Verhofstadt, head of the Belgian Government",Putin
"September 22, 2001, 00:00",http://en.kremlin.ru/events/president/trips/48852,Germany,The German newspaper Bild and Focus Magazine published interviews with President Vladimir Putin,Putin
"September 14, 2001, 15:40",http://en.kremlin.ru/events/president/trips/45680,Armenia,President Vladimir Putin arrived in Armenia on an official visit,Putin
"September 1, 2001, 00:00",http://en.kremlin.ru/events/president/trips/45667,Finland,President Vladimir Putin's interviews with the Finnish newspaper Helsingin Sanomat and Finnish TV channel Yleisradio were published. Mr Putin gave them ahead of his official visit to Finland scheduled for September 2ñ3,Putin
"August 23, 2001, 10:00",http://en.kremlin.ru/events/president/trips/45718,Ukraine,President Vladimir Putin forwarded to Ukrainian President Leonid Kuchma a congratulatory message on the 10th anniversary of Ukraine's independence,Putin
"July 28, 2001, 19:35",http://en.kremlin.ru/events/president/trips/48866,Ukraine,President Vladimir Putin and Ukraine's President Leonid Kuchma attended the consecration of St Vladimir's Cathedral,Putin
"July 25, 2001, 13:10",http://en.kremlin.ru/events/president/trips/48867,Belarus,"The Presidents of Russia, Belarus and Ukraine met in Vitebsk",Putin
"July 16, 2001, 00:00",http://en.kremlin.ru/events/president/trips/48855,Italy,President Vladimir Putin was interviewed by the Italian media,Putin
"June 16, 2001, 16:00",http://en.kremlin.ru/events/president/trips/45474,Slovenia,President Vladimir Putin arrived in the capital of the Republic of Slovenia,Putin
"June 16, 2001, 21:30",http://en.kremlin.ru/events/president/trips/45720,Serbia,President Vladimir Putin arrived in Belgrade for a brief visit,Putin
"June 14, 2001, 11:20",http://en.kremlin.ru/events/president/trips/48858,People's Republic of China,President Vladimir Putin had a meeting with Chinese President Jiang Zemin,Putin
"May 31, 2001, 15:30",http://en.kremlin.ru/events/president/trips/45676,Belarus,President Vladimir Putin attended the first meeting of the Interstate Council of the Eurasian Economic Community,Putin
"May 24, 2001, 16:35",http://en.kremlin.ru/events/president/trips/45675,Armenia,Vladimir Putin arrived in Yerevan to participate in a session of the CIS Collective Security Council,Putin
"March 23, 2001, 00:00",http://en.kremlin.ru/events/president/trips/45670,Sweden,An interview with President Vladimir Putin published in the Swedish newspaper Svenska Dagbladet,Putin
"March 1, 2001, 05:25",http://en.kremlin.ru/events/president/trips/48853,Vietnam,President Vladimir Putin and Vietnamese President Tran Duc Luong held talks in Hanoi,Putin
"February 27, 2001, 07:45",http://en.kremlin.ru/events/president/trips/45695,Republic of Korea,President Vladimir Putin held a meeting with South Korean businessmen,Putin
"February 12, 2001, 16:50",http://en.kremlin.ru/events/president/trips/45706,Ukraine,The Presidents of Russia and Ukraine held negotiations in Dnepropetrovsk,Putin
"February 8, 2001, 23:40",http://en.kremlin.ru/events/president/trips/45705,Austria,President Vladimir Putin had negotiations with Austria's President Thomas Klestil,Putin
"January 9, 2001, 08:30",http://en.kremlin.ru/events/president/trips/45674,Azerbaijan,President Vladimir Putin arrived in Azerbaijan for his first official visit,Putin
"December 18, 2000, 18:05",http://en.kremlin.ru/events/president/trips/45689,Canada,"President Vladimir Putin met with the Right Honourable Adrienne Clarkson, the Governor General of Canada",Putin
"December 14, 2000, 07:25",http://en.kremlin.ru/events/president/trips/45703,Cuba,President Vladimir Putin arrived in Cuba on an official visit by invitation of Fidel Castro,Putin
"November 30, 2000, 10:00",http://en.kremlin.ru/events/president/trips/45663,Belarus,President Vladimir Putin arrived in Minsk,Putin
"November 30, 2000, 18:05",http://en.kremlin.ru/events/president/trips/48848,Belarus,President Vladimir Putin met with Moldovan President Petru Lucinschi,Putin
"November 15, 2000, 05:15",http://en.kremlin.ru/events/president/trips/45656,Brunei,President Vladimir Putin met with Sultan Hassanal Bolkiah of Brunei,Putin
"November 13, 2000, 18:40",http://en.kremlin.ru/events/president/trips/45655,Mongolia,Russian President Vladimir Putin met with Mongolian President Natsagiyn Bagabandi,Putin
"October 30, 2000, 15:30",http://en.kremlin.ru/events/president/trips/48849,France,President Vladimir Putin took part in a Russia-EU summit meeting,Putin
"October 11, 2000, 11:50",http://en.kremlin.ru/events/president/trips/45696,Kyrgyzstan,President Vladimir Putin and President of Kyrgyzstan Askar Akaev took part in a ceremony to launch a new hydro-turbine at the Bishkek Heating and Electricity Station,Putin
"October 9, 2000, 15:20",http://en.kremlin.ru/events/president/trips/45699,Kazakhstan,President Vladimir Putin held talks with President of Kazakhstan Nursultan Nazarbayev,Putin
"October 2, 2000, 21:30",http://en.kremlin.ru/events/president/trips/45697,India,President Vladimir Putin met with Prime Minister of India Atal Bahari Vajpayee,Putin
"September 6, 2000, 19:00",http://en.kremlin.ru/events/president/trips/45634,United States,The Millennium Summit began its work in New York,Putin
"September 3, 2000, 13:10",http://en.kremlin.ru/events/president/trips/45635,Japan,Vladimir and Lyudmila Putin arrived in Japan for a three-day visit,Putin
"August 18, 2000, 15:15",http://en.kremlin.ru/events/president/trips/45687,Ukraine,President Vladimir Putin gave an interview to journalists on his arrival in the Crimea for the CIS summit,Putin
"July 21, 2000, 13:40",http://en.kremlin.ru/events/president/trips/48844,Japan,President Vladimir Putin met with US President Bill Clinton,Putin
"July 19, 2000, 11:35",http://en.kremlin.ru/events/president/trips/45632,Democratic Peopleís Republic of Korea,A Russian-North Korean summit was held in Pyongyang,Putin
"July 18, 2000, 10:50",http://en.kremlin.ru/events/president/trips/45630,Chad,"Vladimir Putin met with Jiang Zemin, President of the People's Republic of China",Putin
"July 5, 2000, 05:45",http://en.kremlin.ru/events/president/trips/45629,Tajikistan,Vladimir Putin arrived in Dushanbe,Putin
"June 16, 2000, 23:30",http://en.kremlin.ru/events/president/trips/45652,Moldova,President Vladimir Putin met President of Moldova Petru Lucinschi,Putin
"June 15, 2000, 14:00",http://en.kremlin.ru/events/president/trips/45650,Germany,Russian-German intergovernmental consultations opened with talks between President Vladimir Putin and German Chancellor Gerhard Schroeder,Putin
"June 13, 2000, 21:00",http://en.kremlin.ru/events/president/trips/45654,Spain,President Vladimir Putin met with Spanish Prime Minister Jose Maria Aznar,Putin
"November 18, 2010, 14:30",http://en.kremlin.ru/events/president/trips/9553,Azerbaijan,Meeting with President of Azerbaijan Ilham Aliyev,Dmitry Medvedev
"November 13, 2010, 12:00",http://en.kremlin.ru/events/president/trips/9506,Japan,First day of the APEC Leaders' Meeting,Dmitry Medvedev
"November 11, 2010, 06:00",http://en.kremlin.ru/events/president/trips/9490,Republic of Korea,G20 Business Summit,Dmitry Medvedev
"November 10, 2010, 10:00",http://en.kremlin.ru/events/president/trips/9479,Republic of Korea,Speech at the third meeting of the Korea-Russia forum,Dmitry Medvedev
"November 1, 2010, 09:00",http://en.kremlin.ru/events/president/trips/9393,Sakhalin Region,Trip to Kuril Islands,Dmitry Medvedev
"October 30, 2010, 04:00",http://en.kremlin.ru/events/president/trips/9387,Vietnam,Russia and Vietnam ‚Äì Towards New Horizons of Cooperation,Dmitry Medvedev
"October 26, 2010, 13:20",http://en.kremlin.ru/events/president/trips/9343,Republic of Tatarstan,Launch of TANECO oil refining complex first stage,Dmitry Medvedev
"October 22, 2010, 13:15",http://en.kremlin.ru/events/president/trips/9319,Turkmenistan,Russian-Turkmenistani talks,Dmitry Medvedev
"October 20, 2010, 18:00",http://en.kremlin.ru/events/president/trips/9295,Kaluga Region,Trip to Kaluga Region,Dmitry Medvedev
"October 18, 2010, 22:00",http://en.kremlin.ru/events/president/trips/9314,France,Dmitry Medvedev arrived in Deauville to participate in Russian-German-French summit,Dmitry Medvedev
"October 7, 2010, 10:00",http://en.kremlin.ru/events/president/trips/9189,Cyprus,Dmitry Medvedev addressed readers of Cypriot newspaper Phileleftheros,Dmitry Medvedev
"October 6, 2010, 19:30",http://en.kremlin.ru/events/president/trips/9167,Algeria,Official visit to Algeria,Dmitry Medvedev
"October 4, 2010, 17:00",http://en.kremlin.ru/events/president/trips/9138,Krasnodar Territory,First Russian-Ukrainian Interregional Economic Forum,Dmitry Medvedev
"September 29, 2010, 08:30",http://en.kremlin.ru/events/president/trips/9076,Kamchatka Territory,Trip to Kamchatka Territory,Dmitry Medvedev
"September 26, 2010, 01:00",http://en.kremlin.ru/events/president/trips/9071,People's Republic of China,Interview to Renmin Ribao,Dmitry Medvedev
"September 17, 2010, 17:00",http://en.kremlin.ru/events/president/trips/8943,Bryansk Region,The Russian and Ukrainian presidents took part in one of the stages in the St Petersburg-Moscow-Kiev International Motor Rally,Dmitry Medvedev
"September 15, 2010, 17:30",http://en.kremlin.ru/events/president/trips/8927,Murmansk Region,Russia and Norway have signed a treaty on the sea borders and on cooperation in the northern seas,Dmitry Medvedev
"September 10, 2010, 11:00",http://en.kremlin.ru/events/president/trips/8886,,Working meeting with Governor of Yaroslavl Region Sergei Vakhrukov,Dmitry Medvedev
"September 7, 2010, 11:00",http://en.kremlin.ru/events/president/trips/8845,Kazakhstan,Dmitry Medvedev and Nursultan Nazarbayev visited Russia-Kazakhstan Exhibition of Innovation Technology,Dmitry Medvedev
"September 6, 2010, 17:00",http://en.kremlin.ru/events/president/trips/8840,Voronezh Region,Trip to Voronezh Region,Dmitry Medvedev
"September 2, 2010, 20:00",http://en.kremlin.ru/events/president/trips/8823,Azerbaijan,Dmitry Medvedev arrived in Baku on an official visit,Dmitry Medvedev
"September 2, 2010, 14:00",http://en.kremlin.ru/events/president/trips/8809,Saratov Region,Trip to Saratov Region,Dmitry Medvedev
"September 1, 2010, 12:00",http://en.kremlin.ru/events/president/trips/8798,,Dmitry Medvedev attended the opening of the first Presidential Cadet Academy,Dmitry Medvedev
"August 19, 2010, 19:15",http://en.kremlin.ru/events/president/trips/8705,Armenia,Dmitry Medvedev arrived in Armenia on a state visit,Dmitry Medvedev
"August 19, 2010, 16:00",http://en.kremlin.ru/events/president/trips/8686,Stavropol Territory,Everyone injured in terrorist attack must receive the highest standard of medical care,Dmitry Medvedev
"August 12, 2010, 16:00",http://en.kremlin.ru/events/president/trips/8631,Rostov Region,Trip to Rostov Region,Dmitry Medvedev
"August 9, 2010, 19:30",http://en.kremlin.ru/events/president/trips/8609,Republic of Mari El,Trip to Mari El,Dmitry Medvedev
"August 8, 2010, 18:00",http://en.kremlin.ru/events/president/trips/8599,Abkhazia,Working visit to Abkhazia,Dmitry Medvedev
"July 23, 2010, 17:00",http://en.kremlin.ru/events/president/trips/8427,Italy,Russian-Italian talks,Dmitry Medvedev
"July 20, 2010, 19:00",http://en.kremlin.ru/events/president/trips/8397,Finland,Meeting with President of Finland Tarja Halonen,Dmitry Medvedev
"July 19, 2010, 16:30",http://en.kremlin.ru/events/president/trips/8388,,Russia‚Äôs courts should be open to public oversight and accessible for citizens,Dmitry Medvedev
"July 15, 2010, 08:40",http://en.kremlin.ru/events/president/trips/8352,Sverdlovsk Region,Dmitry Medvedev and Angela Merkel met with Russian and German business leaders,Dmitry Medvedev
"July 13, 2010, 18:45",http://en.kremlin.ru/events/president/trips/8334,Belgorod Region,Trip to Belgorod Region. Meeting of the State Council Presidium,Dmitry Medvedev
"July 8, 2010, 15:30",http://en.kremlin.ru/events/president/trips/8303,Tver Region,Meeting of the Presidential Council for the Development of the Information Society in Russia,Dmitry Medvedev
"July 5, 2010, 10:30",http://en.kremlin.ru/events/president/trips/8279,Kazakhstan,"Statement on entry into force of the customs code of the Customs Union between Russia, Belarus and Kazakhstan",Dmitry Medvedev
"July 3, 2010, 11:30",http://en.kremlin.ru/events/president/trips/8258,Amur Region,Working meeting with Governor of Amur Region Oleg Kozhemyako,Dmitry Medvedev
"July 3, 2010, 17:50",http://en.kremlin.ru/events/president/trips/8271,Primorye Territory,Dmitry Medvedev congratulated Vladivostok residents on the city‚Äôs 150th anniversary,Dmitry Medvedev
"July 2, 2010, 11:20",http://en.kremlin.ru/events/president/trips/8245,Jewish Autonomous Region,Meeting with small business representatives,Dmitry Medvedev
"July 2, 2010, 05:00",http://en.kremlin.ru/events/president/trips/8244,Khabarovsk Territory,Integration with the Asia-Pacific region countries offers great economic potential for developing Russia‚Äôs Far East,Dmitry Medvedev
"June 27, 2010, 03:00",http://en.kremlin.ru/events/president/trips/8183,Canada,Meeting with President of the People's Republic of China Hu Jintao,Dmitry Medvedev
"June 26, 2010, 02:00",http://en.kremlin.ru/events/president/trips/8175,Canada,First day of G8 summit drew to a close,Dmitry Medvedev
"June 18, 2010, 01:00",http://en.kremlin.ru/events/president/trips/8166,United States,Interview to the Wall Street Journal,Dmitry Medvedev
"June 17, 2010, 19:45",http://en.kremlin.ru/events/president/trips/8114,Saint Petersburg,Meeting with presidents of Armenia and Azerbaijan,Dmitry Medvedev
"June 14, 2010, 17:00",http://en.kremlin.ru/events/president/trips/8042,Chechen Republic,Trip to Chechnya,Dmitry Medvedev
"June 10, 2010, 15:00",http://en.kremlin.ru/events/president/trips/8022,Uzbekistan,Meeting with President of Uzbekistan Islam Karimov,Dmitry Medvedev
"June 4, 2010, 22:00",http://en.kremlin.ru/events/president/trips/7974,Germany,Dmitry Medvedev arrived to Germany on a working visit,Dmitry Medvedev
"May 31, 2010, 20:10",http://en.kremlin.ru/events/president/trips/7936,Rostov Region,Russian and EU leaders held an informal meeting as part of the Russia-EU summit,Dmitry Medvedev
"May 29, 2010, 16:00",http://en.kremlin.ru/events/president/trips/7900,Leningrad Region,Dmitry Medvedev visited Leningrad Nuclear Power Plant,Dmitry Medvedev
"May 17, 2010, 21:00",http://en.kremlin.ru/events/president/trips/7787,Ukraine,Russian-Ukrainian summit talks,Dmitry Medvedev
"May 11, 2010, 20:00",http://en.kremlin.ru/events/president/trips/7731,Turkey,Dmitry Medvedev arrived in Turkey on an official visit,Dmitry Medvedev
"May 10, 2010, 22:30",http://en.kremlin.ru/events/president/trips/7712,Syria,Dmitry Medvedev arrived in Syria on an official visit,Dmitry Medvedev
"May 7, 2010, 14:30",http://en.kremlin.ru/events/president/trips/9460,Moscow Region,Dmitry Medvedev visited the scenes of battles that played a decisive part in the defence of Moscow in autumn 1941,Dmitry Medvedev
"April 26, 2010, 23:00",http://en.kremlin.ru/events/president/trips/7573,Denmark,"Interview to Steffen Kretz, Danish Broadcasting Corporation‚Äôs Senior International Editor and Anchor of TV News and Current Affairs Programme",Dmitry Medvedev
"April 26, 2010, 16:00",http://en.kremlin.ru/events/president/trips/7564,Norway,Dmitry Medvedev's two-day state visit to Norway has begun,Dmitry Medvedev
"April 21, 2010, 15:30",http://en.kremlin.ru/events/president/trips/7520,Ukraine,Dmitry Medvedev met with President of Ukraine Viktor Yanukovych,Dmitry Medvedev
"April 18, 2010, 16:00",http://en.kremlin.ru/events/president/trips/10779,Poland,Dmitry Medvedev met with Marshal of the Sejm of Poland Bronislaw Komorowski,Dmitry Medvedev
"April 16, 2010, 01:30",http://en.kremlin.ru/events/president/trips/7482,Brazil,Dmitry Medvedev met with President of the People's Republic of China Hu Jintao,Dmitry Medvedev
"April 15, 2010, 01:15",http://en.kremlin.ru/events/president/trips/7463,Argentina,Dmitry Medvedev met with Russian and Argentine business community members,Dmitry Medvedev
"April 13, 2010, 06:00",http://en.kremlin.ru/events/president/trips/7457,United States,Dmitry Medvedev met with President of Kazakhstan Nursultan Nazarbayev,Dmitry Medvedev
"April 9, 2010, 14:00",http://en.kremlin.ru/events/president/trips/7411,Leningrad Region,Dmitry Medvedev took part in a ceremony marking the start of construction of the Nord Stream gas pipeline's underwater section,Dmitry Medvedev
"April 7, 2010, 23:30",http://en.kremlin.ru/events/president/trips/7402,Czech Republic,Dmitry Medvedev met with President of Czech Republic Vaclav Klaus,Dmitry Medvedev
"April 6, 2010, 08:00",http://en.kremlin.ru/events/president/trips/7383,Slovakia,Mission: Partnership,Dmitry Medvedev
"April 1, 2010, 15:00",http://en.kremlin.ru/events/president/trips/7311,Republic of Daghestan,Dmitry Medvedev held a meeting with leaders of republics within North Caucasus Federal District and law enforcement agencies,Dmitry Medvedev
"March 1, 2010, 23:00",http://en.kremlin.ru/events/president/trips/7012,France,Russian-French summit talks took place during Dmitry Medvedev's state visit to France,Dmitry Medvedev
"February 27, 2010, 18:00",http://en.kremlin.ru/events/president/trips/6995,Kabardino-Balkarian Republic,"Dmitry Medvedev made a working visit to the Kabardino-Balkarian Republic, where he held a meeting on the North Caucasus Federal District development",Dmitry Medvedev
"December 22, 2009, 14:00",http://en.kremlin.ru/events/president/trips/6432,Turkmenistan,Talks were held between President of Russia Dmitry Medvedev and President of Turkmenistan Gurbanguly Berdimuhamedov,Dmitry Medvedev
"December 19, 2009, 17:00",http://en.kremlin.ru/events/president/trips/6407,Kazakhstan,"Informal meeting of the presidents of Russia, Belarus, Kazakhstan, Armenia, Kyrgyzstan, Tajikistan and Turkmenistan has taken place",Dmitry Medvedev
"December 18, 2009, 02:15",http://en.kremlin.ru/events/president/trips/6398,Denmark,Dmitry Medvedev met with Prime Minister of Lebanon Saad Hariri,Dmitry Medvedev
"December 3, 2009, 16:30",http://en.kremlin.ru/events/president/trips/6246,Italy,Russian-Italian interstate consultations took place,Dmitry Medvedev
"November 27, 2009, 18:00",http://en.kremlin.ru/events/president/trips/6154,Belarus,Dmitry Medvedev took part in the summit meeting of the Eurasian Economic Community Interstate Council and meeting of the Interstate Council in its capacity as highest body of the Customs Union,Dmitry Medvedev
"November 18, 2009, 12:00",http://en.kremlin.ru/events/president/trips/6047,Sweden,Dmitry Medvedev met with Swedish Prime Minister Fredrik Reinfeldt,Dmitry Medvedev
"November 14, 2009, 07:00",http://en.kremlin.ru/events/president/trips/6014,Singapore,Dmitry Medvedev spoke at APEC CEO Summit in Singapore,Dmitry Medvedev
"November 9, 2009, 19:00",http://en.kremlin.ru/events/president/trips/5960,Germany,Dmitry Medvedev met with President of France Nicolas Sarkozy,Dmitry Medvedev
"October 20, 2009, 17:00",http://en.kremlin.ru/events/president/trips/5789,Serbia,Dmitry Medvedev held talks with President of Serbia Boris Tadic,Dmitry Medvedev
"October 16, 2009, 12:00",http://en.kremlin.ru/events/president/trips/5758,Kazakhstan,Dmitry Medvedev observed the final active phase of Cooperation 2009 special complex rapid reaction force exercises,Dmitry Medvedev
"October 9, 2009, 15:00",http://en.kremlin.ru/events/president/trips/5707,Moldova,"A trilateral meeting took place between the presidents of Russia, Armenia and Azerbaijan ‚Äî Dmitry Medvedev, Serzh Sargsyan and Ilham Aliyev",Dmitry Medvedev
"September 23, 2009, 18:30",http://en.kremlin.ru/events/president/trips/5582,United States,"Dmitry Medvedev met with President of the People's Republic of China Hu Jintao in New York, where the 64th session of the UN General Assembly is underway",Dmitry Medvedev
"September 21, 2009, 21:00",http://en.kremlin.ru/events/president/trips/5542,Switzerland,Russian-Swiss talks were held as part of Dmitry Medvedev's state visit to Switzerland,Dmitry Medvedev
"September 14, 2009, 14:30",http://en.kremlin.ru/events/president/trips/5470,Yaroslavl Region,Dmitry Medvedev met with Prime Minister of France Francois Fillon,Dmitry Medvedev
"September 13, 2009, 12:00",http://en.kremlin.ru/events/president/trips/5456,Turkmenistan,"Dmitry Medvedev visited the city of Turkmenbashi, where he took part in the ceremonies marking the final stage of the Silk Way Rally Dakar Series 2009 and held talks with President of Turkmenistan Gurbanguly Berdimuhamedov",Dmitry Medvedev
"September 11, 2009, 09:00",http://en.kremlin.ru/events/president/trips/5440,Orenburg Region,Dmitry Medvedev had a meeting with Governor of Orenburg Region Alexei Chernyshev,Dmitry Medvedev
"September 11, 2009, 18:15",http://en.kremlin.ru/events/president/trips/5441,Kazakhstan,"A meeting took place between the presidents of Russia, Kazakhstan, Azerbaijan and Turkmenistan",Dmitry Medvedev
"August 25, 2009, 12:30",http://en.kremlin.ru/events/president/trips/5315,Mongolia,Russian-Mongolian talks were held during Dmitry Medvedev's official visit to Mongolia,Dmitry Medvedev
"August 24, 2009, 17:00",http://en.kremlin.ru/events/president/trips/5272,Republic of Buryatia,Dmitry Medvedev made a working visit to Buryatia,Dmitry Medvedev
"August 8, 2009, 16:00",http://en.kremlin.ru/events/president/trips/5155,Republic of North Ossetia ‚Äî Alania,Dmitry Medvedev made a visit to North Ossetia,Dmitry Medvedev
"July 30, 2009, 16:00",http://en.kremlin.ru/events/president/trips/4983,Tajikistan,Dmitry Medvedev met with President of Pakistan Asif Ali Zardari,Dmitry Medvedev
"July 16, 2009, 15:40",http://en.kremlin.ru/events/president/trips/4841,Germany,High-level Russian-German intergovernmental consultations took place in Munich.,Dmitry Medvedev
"July 13, 2009, 16:30",http://en.kremlin.ru/events/president/trips/4840,South Ossetia,Dmitry Medvedev made a working visit to South Ossetia,Dmitry Medvedev
"July 8, 2009, 20:00",http://en.kremlin.ru/events/president/trips/4758,Italy,First working meeting of G8 leaders was held,Dmitry Medvedev
"July 2, 2009, 15:30",http://en.kremlin.ru/events/president/trips/4875,Arkhangelsk Region,Dmitry Medvedev visited Production Association Northern Machine-Building Enterprise (Sevmash),Dmitry Medvedev
"June 29, 2009, 16:30",http://en.kremlin.ru/events/president/trips/4899,Azerbaijan,Dmitry Medvedev held talks with President of Azerbaijan Ilham Aliyev,Dmitry Medvedev
"June 26, 2009, 22:30",http://en.kremlin.ru/events/president/trips/4897,Angola,Dmitry Medvedev has made an official visit to Angola,Dmitry Medvedev
"June 25, 2009, 15:20",http://en.kremlin.ru/events/president/trips/4896,Namibia,During his official visit to Namibia President of Russia Dmitry Medvedev held talks with President of Namibia Hifikepunye Pohamba,Dmitry Medvedev
"June 24, 2009, 22:30",http://en.kremlin.ru/events/president/trips/4892,Nigeria,Russian-Nigerian talks took place in Abuja,Dmitry Medvedev
"June 23, 2009, 16:00",http://en.kremlin.ru/events/president/trips/4891,Egypt,"During his official visit to the Arab Republic of Egypt, President of Russia Dmitry Medvedev held talks with Egyptian President Hosni Mubarak",Dmitry Medvedev
"June 21, 2009, 15:00",http://en.kremlin.ru/events/president/trips/4610,Leningrad Region,Dmitry Medvedev visited the Pavlovsk State Palace and Park Museum,Dmitry Medvedev
"June 19, 2009, 19:20",http://en.kremlin.ru/events/president/trips/4577,the Netherlands,Dmitry Medvedev arrived to the Netherlands on a two-day working visit,Dmitry Medvedev
"June 16, 2009, 16:00",http://en.kremlin.ru/events/president/trips/5144,Sverdlovsk Region,Dmitry Medvedev met with President of Federative Republic of Brazil Luiz Inacio Lula da Silva,Dmitry Medvedev
"June 15, 2009, 17:00",http://en.kremlin.ru/events/president/trips/48903,Sverdlovsk Region,A meeting of the Shanghai Cooperation Organisation Council of Heads of State took place in Yekaterinburg,Dmitry Medvedev
